id,submitdate,lastpage,startlanguage,seed,startdate,datestamp,ipaddr,G01Q30_researcher,G01Q30_code,department,sex,birth,year,order,entrance,entrance_other,locality,attempt,attempt_other,activities_education,activities_research,activities_entertainment,activities_socialnet,activities_busdevelop,activities_shopping,activities_gambling,activities_creativity,activities_other,frequency_friends,frequency_cultural,frequency_tavern,frequency_sports,frequency_museum,frequency_excursion,frequency_cinema,dropout_Aca01,dropout_Aca03,dropout_Aca04,dropout_Pers06,dropout_Pers08,dropout_Pers09,dropout_Inst12,dropout_Inst13,dropout_Inst14,dropout_Soc16,dropout_Soc20,dropout_SocNew,dropout_Eco22,dropout_Eco23,dropout_Eco24,affcomm_ac1,affcomm_ac2,affcomm_ac3,affcomm_ac4,affcomm_ac5,affcomm_ac6,burnout_ex01,burnout_ex03,burnout_ex04,burnout_md09,burnout_md11,burnout_md13,burnout_ci14,burnout_ci17,burnout_ci18,burnout_ei19,burnout_ei20,burnout_ei23,burnout_plc01,burnout_plc02,burnout_plc03,burnout_plc04,burnout_plc05,burnout_psc06,burnout_psc07,burnout_psc08,burnout_psc09,burnout_psc10,engagement_VI1,engagement_VI2,engagement_DE2,engagement_DE3,engagement_VI3,engagement_AB3,engagement_DE4,engagement_AB4,engagement_AB5,iat_TM01,iat_TM02,iat_EC03,iat_EC04,iat_TM05,iat_WN06,iat_WN07,iat_WN08,iat_WN09,iat_EC10,iat_EC11,iat_EC12,iat_EC13,iat_TM14,iat_EC15,iat_TM16,iat_TM17,iat_EC18,iat_EC19,iat_EC20,hads01,hads02,hads03,hads04,hads05,hads06,hads07,hads08,hads09,hads10,hads11,hads12,hads13,hads14,interviewtime,groupTime283,G01Q30Time,departmentTime,sexTime,birthTime,yearTime,orderTime,entranceTime,localityTime,attemptTime,activitiesTime,frequencyTime,groupTime282,dropoutTime,affcommTime,burnoutTime,engagementTime,iatTime,groupTime285,hads01Time,hads02Time,hads03Time,hads04Time,hads05Time,hads06Time,hads07Time,hads08Time,hads09Time,hads10Time,hads11Time,hads12Time,hads13Time,hads14Time,Dropout.irt,Academic.irt,Personal.irt,Institutional.irt,Social.irt,Economical.irt,IAT.irt,EmotionalConflict.irt,TimeManagement.irt,WorkNeglect.irt,Burnout.irt,Exhaustion.irt,MentalDistance.irt,CognitiveImpairment.irt,EmotionalImpairment.irt,Psychologic.irt,Psychosomatic.irt,Engagement.irt,Absorption.irt,Dedication.irt,Vigor.irt,AffeComm.irt,HADS.irt,Anxiety.irt,Depression.irt,Burnout,Exhaustion,MentalDistance,CognitiveImpairment,EmotionalImpairment,PsychologicalComplaints,PsychosomaticComplaints,Engagement,Absorption,Dedication,Vigor,Dropout,Academic,Personal,Institutional,Social,Economical,Anxiety,Depression,IntAdd,EmotionalConflict,TimeManagement,WorkNeglect,IATscore,Salience,ExcUse,Neglect,Anticipation,LackControl,NeglectSL
671,12/9/2023 18:38:31,3,el,198676652,12/9/2023 18:33:14,12/9/2023 18:38:31,78.87.199.0,Β,19,theat,2,1998,7,2,1,#N/A,1,2,#N/A,1,1,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,6,5,5,4,1,4,5,2,5,3,1,6,3,4,6,SQ004,SQ002,SQ004,SQ004,SQ004,SQ004,3,3,3,3,2,1,2,2,2,1,1,1,1,3,3,1,3,1,2,2,4,1,2,2,2,2,2,2,2,1,1,3,2,0,0,1,4,1,0,5,1,0,0,0,0,0,2,1,0,0,0,A1,D2,D2,A0,A1,D0,D1,A3,A2,D1,D1,A0,A2,D0,"313,19","67,4",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"201,35",#N/A,#N/A,#N/A,#N/A,#N/A,"44,44",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65,34,81,49,71,90,"43,6666666666667",32,28,71,"44,5",64,68,8,38,17,59,"7,66666666666667",0,2,21,56,80,75,85,2,3,2,2,1,"2,2",2,"1,77777777777778","1,33333333333333",2,2,"3,6","2,66666666666667",3,4,"4,66666666666667","3,66666666666667","1,57142857142857","0,857142857142857",1,"0,1","1,5","2,5",1,"0,2",1,3,"0,5","1,33333333333333",0
672,12/9/2023 18:44:55,3,el,270473780,12/9/2023 18:34:53,12/9/2023 18:44:55,85.75.98.0,Α,532,ceid,1,2005,1,1,1,#N/A,1,1,#N/A,1,1,1,1,#N/A,1,#N/A,#N/A,#N/A,3,2,2,4,2,2,3,4,6,3,2,1,5,4,7,6,2,2,6,6,5,6,SQ005,SQ005,SQ004,SQ004,SQ004,SQ004,3,3,1,3,1,1,3,3,2,1,1,2,1,3,4,2,3,1,1,1,5,2,1,2,3,3,3,3,3,3,3,3,0,0,3,2,1,1,2,1,0,1,1,1,0,1,1,2,1,0,2,A1,D1,D1,A0,A2,D0,D2,A2,A2,D1,D1,A1,A2,D2,"599,85","177,99",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"349,92",#N/A,#N/A,#N/A,#N/A,#N/A,"71,94",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49,61,56,8,83,37,42,60,25,41,"38,75",24,37,47,47,45,54,25,41,22,12,52,81,77,85,2,"2,33333333333333","1,66666666666667","2,66666666666667","1,33333333333333","2,6",2,"2,66666666666667",3,3,2,3,"3,66666666666667",2,"2,33333333333333","4,66666666666667","2,33333333333333","1,57142857142857",1,"1,15",1,"1,33333333333333","1,25","1,15","0,6","1,2","1,33333333333333",1,"1,66666666666667","1,5"
673,12/9/2023 18:44:00,3,el,309030863,12/9/2023 18:38:55,12/9/2023 18:44:00,78.87.199.0,Β,20,theat,2,2003,3,1,1,#N/A,N,1,#N/A,#N/A,#N/A,1,1,#N/A,1,#N/A,#N/A,#N/A,4,2,1,5,3,3,3,6,4,5,2,1,6,3,2,4,4,1,6,6,4,7,SQ004,SQ004,SQ004,SQ004,SQ004,SQ003,4,3,3,3,1,2,1,1,3,2,1,1,4,4,3,5,3,3,2,4,4,2,2,2,4,#N/A,0,4,5,3,2,3,1,0,1,2,4,1,2,0,2,0,1,0,1,0,4,2,1,0,0,A2,D1,D1,A0,A2,D1,D0,A0,A2,D1,D1,A2,A1,D0,"301,86","70,08",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"174,17",#N/A,#N/A,#N/A,#N/A,#N/A,"57,61",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"49,2",44,48,78,43,33,"46,6666666666667",42,50,48,42,78,42,1,47,88,87,37,27,79,5,59,66,62,70,"2,08333333333333","3,33333333333333",2,"1,66666666666667","1,33333333333333","3,8",3,"2,75",3,"4,5","1,33333333333333","3,26666666666667",3,"1,66666666666667",5,"4,33333333333333","2,33333333333333","1,14285714285714","0,571428571428571","1,25","0,5","2,16666666666667","1,75","1,25","0,6","1,2",2,"0,5","2,66666666666667","0,5"
674,12/9/2023 18:52:29,3,el,1201569059,12/9/2023 18:45:42,12/9/2023 18:52:29,85.75.98.0,Α,533,ceid,1,2003,1,1,4,#N/A,1,1,#N/A,1,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,2,2,5,5,2,2,3,6,4,3,3,2,4,3,5,3,5,1,6,7,6,4,SQ006,SQ003,SQ006,SQ003,SQ005,SQ006,4,2,3,2,2,3,4,4,4,3,3,3,5,5,5,4,2,2,3,4,3,2,3,2,4,2,2,2,4,3,4,4,2,2,0,1,1,2,2,4,3,2,2,1,3,2,3,2,1,1,2,A2,D1,D0,A1,A2,D0,D2,A2,A3,D2,D1,A2,A1,D3,"404,59","109,51",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"235,78",#N/A,#N/A,#N/A,#N/A,#N/A,"59,3",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"52,4",57,84,67,19,35,67,76,56,69,"80,25",58,67,97,99,96,83,"43,6666666666667",56,32,43,54,85,82,88,"3,08333333333333",3,"2,33333333333333",4,3,"4,2","2,8","2,88888888888889",3,"3,33333333333333","2,33333333333333","3,46666666666667","3,66666666666667",3,"4,33333333333333",4,"2,33333333333333","1,71428571428571","1,14285714285714",2,"1,6","2,5","2,25",2,"1,8","2,4","2,33333333333333",2,2,1
675,12/9/2023 19:52:44,3,el,52574480,12/9/2023 19:48:02,12/9/2023 19:52:44,78.87.199.0,Β,21,theat,2,2001,4,1,1,#N/A,1,1,#N/A,1,1,1,1,#N/A,1,#N/A,#N/A,#N/A,3,3,3,2,2,3,3,6,5,5,1,1,6,5,1,5,7,7,5,2,2,2,SQ007,SQ007,SQ001,SQ001,SQ001,SQ006,3,3,2,1,1,1,1,1,1,1,1,2,1,2,4,1,1,1,3,1,3,1,4,4,5,6,5,5,6,5,5,4,0,0,1,0,4,5,0,1,0,0,0,0,0,0,0,3,3,0,0,A0,D1,D1,A1,A0,D0,D0,A0,A1,D0,D4,A0,A1,D1,"278,03","67,13",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"166,3",#N/A,#N/A,#N/A,#N/A,#N/A,"44,6",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45,8",34,36,59,0,100,39,40,20,57,"27,75",43,20,1,47,13,52,99,97,100,100,11,"30,5",27,34,"1,5","2,66666666666667",1,1,"1,33333333333333","1,8","1,8",5,5,"5,66666666666667","4,33333333333333","3,2","2,66666666666667","1,33333333333333","4,33333333333333","1,66666666666667",6,"0,571428571428571","0,857142857142857","1,05","0,4","1,16666666666667","2,5","1,05",0,"1,4","1,66666666666667","2,5",1,"0,5"
676,12/9/2023 19:58:08,3,el,695372292,12/9/2023 19:53:08,12/9/2023 19:58:08,78.87.199.0,Β,22,theat,2,2001,3,3,4,#N/A,1,3,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,#N/A,4,3,3,2,2,3,3,4,2,6,4,2,3,3,2,3,1,1,6,3,3,6,SQ003,SQ001,SQ003,SQ006,SQ006,SQ002,5,5,4,4,3,#N/A,4,4,4,4,2,2,1,5,5,2,2,1,2,2,4,5,0,0,0,0,0,0,#N/A,0,0,5,2,0,2,4,5,1,4,0,#N/A,1,1,0,0,1,3,5,0,0,0,A1,D2,D1,A2,A1,D1,D1,A2,A2,D0,D1,A2,A0,D0,"297,43","63,71",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"184,83",#N/A,#N/A,#N/A,#N/A,#N/A,"48,89",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"89,8",81,92,86,97,93,"63,3333333333333",47,75,68,"97,5",99,100,97,94,81,74,0,0,0,0,95,"61,5",48,75,"3,72727272727273","4,66666666666667","3,5",4,"2,66666666666667",3,"2,8",0,0,0,0,"4,46666666666667",4,"3,66666666666667","5,33333333333333","5,33333333333333",4,"1,14285714285714","0,714285714285714","1,78947368421053","0,555555555555556","3,16666666666667","2,5","1,78947368421053","0,5","1,4",3,1,4,1
677,12/9/2023 20:04:40,3,el,499043126,12/9/2023 19:58:42,12/9/2023 20:04:40,78.87.199.0,Β,23,theat,#N/A,2003,3,2,1,#N/A,N,1,#N/A,#N/A,#N/A,1,1,#N/A,1,#N/A,#N/A,#N/A,3,1,3,1,2,2,3,4,3,3,2,1,4,1,1,2,1,1,7,6,4,1,SQ004,SQ001,SQ004,SQ004,SQ005,SQ005,5,3,3,5,3,1,5,5,5,3,4,5,1,5,5,5,4,1,3,2,5,1,3,3,2,2,0,1,2,1,6,2,4,0,0,1,0,5,1,0,3,0,5,0,1,0,2,4,0,0,0,A3,D2,D0,A3,A2,D2,D3,A3,#N/A,D3,D1,A3,A0,D0,"354,95","61,82",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"221,63",#N/A,#N/A,#N/A,#N/A,#N/A,"71,5",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"87,6",86,64,97,97,94,47,51,52,38,"96,75",88,99,100,100,96,71,"43,6666666666667",70,2,59,65,"89,5",82,97,"3,91666666666667","3,66666666666667",3,5,4,4,"2,4","2,22222222222222","2,66666666666667",2,2,"4,6","4,66666666666667","2,33333333333333","6,66666666666667",5,"4,33333333333333","1,83333333333333","1,42857142857143","1,4","0,8","2,33333333333333","1,5","1,4","1,6","1,4","0,333333333333333","2,5","2,33333333333333",0
678,12/9/2023 20:10:04,3,el,812633574,12/9/2023 20:05:03,12/9/2023 20:10:04,78.87.199.0,Β,24,theat,2,2003,3,2,1,#N/A,N,1,#N/A,#N/A,1,1,1,1,1,#N/A,1,1,4,1,3,4,3,3,5,5,5,4,4,2,4,1,2,3,3,2,5,3,3,6,SQ004,SQ004,SQ003,SQ005,SQ004,SQ006,3,3,3,4,2,1,4,4,4,2,2,3,1,5,4,4,3,3,1,2,1,1,2,2,3,3,1,3,3,2,3,4,3,0,0,1,4,3,3,0,1,3,1,0,0,2,3,1,1,0,1,A1,D1,D0,A1,A2,D0,D0,A2,A3,D0,D1,A1,A1,D0,"298,7","57,95",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"170,79",#N/A,#N/A,#N/A,#N/A,#N/A,"69,96",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,77,53,89,93,57,93,54,57,41,64,83,64,83,97,88,88,49,21,30,22,11,57,59,74,44,"2,91666666666667",3,"2,33333333333333",4,"2,33333333333333","3,4","1,6","2,44444444444444","2,66666666666667",3,"1,66666666666667","4,26666666666667","3,33333333333333","3,33333333333333",6,"4,66666666666667",4,"1,57142857142857","0,142857142857143","1,55","0,9",2,"2,5","1,55","0,8","1,8","2,33333333333333",3,"1,66666666666667",0
679,12/9/2023 20:14:57,3,el,208862880,12/9/2023 20:06:48,12/9/2023 20:14:57,85.75.98.0,Α,534,ceid,1,2005,1,1,1,#N/A,N,1,#N/A,1,#N/A,1,1,#N/A,1,#N/A,#N/A,#N/A,3,2,3,4,2,2,3,4,5,4,3,1,5,5,6,2,4,4,5,6,5,6,SQ005,SQ004,SQ004,SQ005,SQ004,SQ004,3,3,3,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,1,3,2,2,2,2,2,3,3,2,4,1,3,3,2,4,4,2,0,3,3,1,1,3,2,2,2,2,4,1,A0,D1,D1,A0,A1,D1,D1,A1,A1,D1,D1,A1,A1,D0,"485,58","93,05",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"340,31",#N/A,#N/A,#N/A,#N/A,#N/A,"52,22",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"46,6",65,67,54,10,37,"66,6666666666667",88,51,61,"45,25",64,53,8,56,4,33,"20,3333333333333",14,4,43,68,55,32,78,"2,08333333333333",3,"1,66666666666667",2,"1,66666666666667","1,8","1,2","2,33333333333333","2,33333333333333","2,33333333333333","2,33333333333333","3,13333333333333","3,66666666666667","2,33333333333333","3,66666666666667","3,66666666666667","2,33333333333333","0,714285714285714","0,714285714285714","2,35","2,3","2,33333333333333","2,5","2,35","2,2","2,2",2,"3,5",2,3
680,12/9/2023 20:15:23,3,el,1615693933,12/9/2023 20:10:33,12/9/2023 20:15:23,78.87.199.0,Β,25,theat,2,1993,7,1,3,#N/A,1,1,#N/A,1,1,1,#N/A,#N/A,1,#N/A,#N/A,#N/A,4,3,4,3,3,3,4,6,5,4,2,1,7,3,6,5,3,1,5,5,5,6,SQ007,SQ006,SQ001,SQ001,SQ001,SQ006,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,2,2,2,3,4,5,5,6,6,6,6,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A1,D1,D1,A0,A0,D0,D0,A0,A1,D0,D4,A0,A0,D0,"287,03","75,01",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"167,46",#N/A,#N/A,#N/A,#N/A,#N/A,"44,56",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"46,8",40,40,28,71,55,18,30,7,17,"15,5",3,20,1,38,3,58,99,100,98,99,11,"24,5",18,31,"1,08333333333333","1,33333333333333",1,1,1,"1,6",2,"5,22222222222222",6,"5,33333333333333","4,33333333333333","3,06666666666667",3,"1,33333333333333","3,33333333333333",5,"2,66666666666667","0,285714285714286","0,714285714285714","0,1",0,"0,166666666666667","0,25","0,1",0,"0,2",0,"0,5",0,0
681,12/9/2023 20:20:47,3,el,876894547,12/9/2023 20:15:44,12/9/2023 20:20:47,78.87.199.0,Β,26,theat,1,1976,3,1,1,#N/A,1,1,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,5,1,5,4,5,5,4,4,4,1,1,6,5,4,1,5,4,2,1,1,2,SQ004,SQ005,SQ005,SQ004,SQ004,SQ005,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,6,5,4,3,3,3,4,5,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A0,D0,D0,A0,A0,D0,D0,#N/A,A0,D0,D4,A0,A0,D0,"298,89","68,35",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"177,42",#N/A,#N/A,#N/A,#N/A,#N/A,"53,12",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"58,8",74,36,82,2,100,18,30,7,17,"15,5",2,20,2,38,0,33,"82,3333333333333",98,49,100,61,"13,5",9,18,"1,16666666666667",1,1,"1,66666666666667",1,"1,2","1,2","4,33333333333333","4,66666666666667","3,66666666666667","4,66666666666667","4,2",4,"1,33333333333333","4,66666666666667","4,33333333333333","6,66666666666667",0,"0,428571428571429","0,1",0,"0,166666666666667","0,25","0,1",0,"0,2",0,"0,5",0,0
682,12/9/2023 20:26:41,3,el,942018496,12/9/2023 20:16:16,12/9/2023 20:26:41,85.75.98.0,Α,535,ceid,1,2005,1,4,1,#N/A,N,1,#N/A,1,#N/A,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,3,1,2,4,1,2,2,4,3,4,4,5,4,4,5,4,1,1,7,7,4,7,SQ005,SQ004,SQ005,SQ004,SQ004,SQ004,4,3,3,4,3,1,4,4,3,4,2,4,2,5,4,3,2,2,2,3,2,2,2,1,2,2,2,1,2,1,2,3,2,0,0,1,1,4,2,1,2,3,4,1,2,1,3,2,0,1,2,A3,D2,D1,A2,A3,D1,D2,A3,A3,D1,D1,A3,A2,D1,"621,82","247,83",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"316,25",#N/A,#N/A,#N/A,#N/A,#N/A,"57,74",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"67,8",82,99,43,97,18,"57,6666666666667",72,47,54,"92,25",78,98,94,99,82,66,"1,66666666666667",2,2,1,60,94,98,90,"3,25","3,33333333333333","2,66666666666667","3,66666666666667","3,33333333333333","3,2","2,2","1,66666666666667","1,33333333333333",2,"1,66666666666667","3,86666666666667","4,33333333333333","4,33333333333333","3,66666666666667",5,2,"2,57142857142857","1,14285714285714","1,75","1,4","2,16666666666667",2,"1,75","1,8","1,8","1,33333333333333","3,5",2,0
683,12/9/2023 21:00:49,3,el,1355943674,12/9/2023 20:53:31,12/9/2023 21:00:49,85.75.98.0,Α,536,ceid,1,2005,1,1,1,#N/A,N,1,#N/A,1,1,1,1,1,1,#N/A,#N/A,#N/A,3,2,4,2,2,4,2,5,4,6,2,2,6,5,6,6,3,3,5,6,5,7,SQ005,SQ006,SQ004,SQ005,SQ005,SQ004,3,3,2,2,3,3,3,2,3,3,2,3,2,4,3,2,3,2,1,1,2,2,2,3,3,4,3,2,4,3,2,4,2,3,2,3,2,3,3,2,2,3,3,1,1,1,2,2,1,2,1,A1,D1,D1,A1,A2,D0,D2,A1,A2,D1,D1,A1,A1,D0,"434,39","88,44",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"291,07",#N/A,#N/A,#N/A,#N/A,#N/A,"54,88",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"37,6",50,64,8,42,24,67,81,50,70,"66,5",43,94,35,94,48,44,"42,6666666666667",14,47,67,78,72,63,81,"2,66666666666667","2,66666666666667","2,66666666666667","2,66666666666667","2,66666666666667","2,8","1,6","2,88888888888889","2,33333333333333","3,66666666666667","2,66666666666667","2,73333333333333",3,2,"2,33333333333333","4,33333333333333",2,"1,28571428571429","0,714285714285714","2,15","1,9","2,33333333333333","2,5","2,15","1,8","1,8","2,33333333333333",3,"2,33333333333333","2,5"
684,12/9/2023 21:12:54,3,el,1045571720,12/9/2023 21:03:35,12/9/2023 21:12:54,85.75.98.0,Α,537,ceid,1,2005,1,1,1,#N/A,N,1,#N/A,1,1,1,#N/A,#N/A,1,1,#N/A,#N/A,2,2,2,5,1,2,2,7,4,6,1,1,7,6,7,4,5,1,5,7,7,7,SQ007,SQ006,SQ002,SQ003,SQ002,SQ004,4,4,2,1,1,3,1,2,2,1,1,3,4,4,5,3,1,2,1,3,1,2,6,5,6,5,5,5,5,4,6,3,2,2,2,1,2,2,1,2,2,0,0,0,1,0,1,1,1,2,0,A2,D1,D0,A1,A2,D0,D0,A1,A2,D0,D4,A1,A1,D1,"555,71","190,05",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"294,64",#N/A,#N/A,#N/A,#N/A,#N/A,"71,02",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"19,2",28,29,12,19,8,"43,3333333333333",52,27,51,41,78,27,2,57,87,52,99,98,99,100,12,49,72,26,"2,08333333333333","3,33333333333333","1,66666666666667","1,66666666666667","1,66666666666667","3,4","1,8","5,22222222222222",5,"5,33333333333333","5,33333333333333","2,2","2,33333333333333",1,"2,33333333333333","4,33333333333333",1,"1,42857142857143","0,714285714285714","1,25","0,9","1,5","1,75","1,25","0,8","1,4","1,66666666666667",1,1,2
685,12/9/2023 21:23:05,3,el,1842032615,12/9/2023 21:14:37,12/9/2023 21:23:05,85.75.98.0,Α,538,ceid,1,2004,2,2,1,#N/A,1,1,#N/A,1,1,1,1,#N/A,1,#N/A,#N/A,#N/A,3,2,3,4,2,2,2,5,5,4,2,1,4,4,4,4,3,2,5,6,5,7,SQ006,SQ004,SQ006,SQ006,SQ006,SQ004,3,2,2,3,1,2,4,4,3,2,2,1,1,2,3,2,3,2,2,4,3,2,2,2,4,3,2,4,4,1,4,4,3,2,3,4,1,1,4,2,3,3,3,1,2,3,4,4,4,1,2,A1,D3,D1,A1,A1,D2,D0,A1,A1,D1,D1,A0,A1,D1,"503,31","87,29",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"334,94",#N/A,#N/A,#N/A,#N/A,#N/A,"81,08",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"50,2",53,64,53,57,24,"79,6666666666667",92,82,65,57,24,42,94,68,17,78,"40,3333333333333",51,49,21,96,"66,5",47,86,"2,41666666666667","2,33333333333333",2,"3,66666666666667","1,66666666666667","2,2","2,6","2,88888888888889",3,"3,66666666666667",2,"3,26666666666667","3,33333333333333","2,33333333333333",4,"4,66666666666667",2,1,"1,14285714285714","2,7","2,5","3,5",2,"2,7","2,2",3,"2,33333333333333",2,4,"2,5"
686,12/9/2023 21:33:06,3,el,469473602,12/9/2023 21:24:08,12/9/2023 21:33:06,85.75.98.0,Α,539,ceid,1,2005,#N/A,2,1,#N/A,N,1,#N/A,1,1,1,1,#N/A,#N/A,#N/A,1,1,3,2,3,4,2,4,4,5,5,4,5,2,6,5,5,4,4,2,6,3,5,1,SQ006,SQ007,SQ004,SQ003,SQ004,SQ006,3,4,3,2,1,4,4,4,4,4,3,4,5,2,2,1,4,3,5,1,1,2,2,1,5,4,4,4,3,2,5,3,2,3,1,4,4,1,4,4,1,1,5,1,3,3,3,1,0,3,1,A1,D2,D1,A1,A2,D0,D0,A1,A2,D2,D1,A1,A1,D1,"534,86","106,52",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"292,64",#N/A,#N/A,#N/A,#N/A,#N/A,"135,7",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"60,8",53,88,34,29,100,77,82,61,88,"80,25",82,42,97,100,14,74,54,81,76,5,29,72,63,81,"3,33333333333333","3,33333333333333","2,33333333333333",4,"3,66666666666667","2,8","2,4","3,33333333333333","3,66666666666667",4,"2,33333333333333","3,73333333333333","3,33333333333333",3,"3,33333333333333",4,5,"1,28571428571429","0,857142857142857","2,4","1,9","2,66666666666667","3,25","2,4","2,6","1,8",4,1,"2,66666666666667",2
687,12/9/2023 21:43:47,3,el,1491874449,12/9/2023 21:33:29,12/9/2023 21:43:47,85.75.98.0,Α,540,ceid,1,2005,1,3,1,#N/A,N,1,#N/A,1,1,1,1,#N/A,1,#N/A,#N/A,#N/A,2,2,3,2,2,3,3,7,6,6,1,1,6,6,7,6,4,4,5,7,7,7,SQ007,SQ004,SQ005,SQ004,SQ004,SQ005,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1,2,4,5,5,6,5,5,6,5,5,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,A1,D0,D0,A0,A0,D0,D0,A0,A0,D0,D4,A0,A0,D0,"615,07","146,47",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"395,68",#N/A,#N/A,#N/A,#N/A,#N/A,"72,92",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"14,2",14,36,3,10,8,"24,3333333333333",33,13,27,"20,75",14,23,8,38,4,38,99,97,100,100,49,16,14,18,"1,58333333333333",2,"1,33333333333333",2,1,"1,8","1,4","5,11111111111111",5,"5,66666666666667","4,66666666666667","1,86666666666667","1,66666666666667","1,33333333333333","1,66666666666667","3,66666666666667",1,"0,142857142857143","0,428571428571429","0,4","0,1","0,666666666666667","0,75","0,4","0,2","0,4","0,666666666666667","0,5","0,666666666666667",0
